ID	adj.P.Val	P.Value	t	B	logFC	GenBank.Accession	Gene.symbol	Gene.title
A_23_P158925	6.61882013196736e-22	1.63060713638763e-24	-12.1473889378729	45.0931601179244	-1.47793344011667	NM_145290	ADGRA3	adhesion G protein-coupled receptor A3
A_24_P36745	6.92170079646418e-22	1.74093193877008e-24	12.1371280496538	45.0286944024343	1.17426935314444	NM_144970	CXorf38	chromosome X open reading frame 38
A_23_P15394	6.92170079646418e-22	1.74839481246639e-24	12.136457615498	45.0244823464999	3.1278400543	NM_001251	CD68	CD68 molecule
A_23_P218879	7.07426608335944e-22	1.82299523350311e-24	12.1299088071527	44.9833393093053	1.93474430483333	NM_016381	TREX1	three prime repair exonuclease 1
A_24_P48014	7.07426608335944e-22	1.83105399606709e-24	12.1292174636076	44.9789959675001	2.607452904	NM_003745	SOCS1	suppressor of cytokine signaling 1
A_23_P152838	7.08081400347811e-22	1.85483012533808e-24	12.1271953465039	44.966292130966	6.09127446977778	NM_002985	CCL5	C-C motif chemokine ligand 5
A_24_P226322	9.01440346806732e-22	2.41755916753606e-24	-12.0856630607258	44.7053829744163	-1.08055989657778	NM_031469	SH3BGRL2	SH3 domain binding glutamate rich protein like 2
A_23_P151851	9.75293694196705e-22	2.6460395857147e-24	12.0715068709579	44.6164595704364	3.37615889555555	NM_014080	DUOX2	dual oxidase 2
A_23_P28898	1.19516221580543e-21	3.27982895159754e-24	-12.0378440196432	44.4050185018523	-1.38500364252222	NM_000933	PLCB4	phospholipase C beta 4
A_24_P129277	1.24968281608238e-21	3.46841833134787e-24	12.0290788011831	44.349966617734	1.36756836266111	NM_006092	NOD1	nucleotide binding oligomerization domain containing 1
A_23_P418234	1.32575585004152e-21	3.8035843142115e-24	12.0146159466875	44.2591329441523	2.3702194169	NM_015020	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
A_24_P193648	1.39177107534598e-21	4.07978548297384e-24	12.0036246056725	44.190105004646	1.84118468059444	NM_133443	GPT2	glutamic--pyruvic transaminase 2
A_23_P202117	1.40737941796205e-21	4.16942790739372e-24	12.0002166937177	44.1687031293105	1.64798496182222	BC007377	PCGF5	polycomb group ring finger 5
A_24_P935652	1.49286447475851e-21	4.46923596148119e-24	11.9893285853223	44.1003269200885	1.93713164059445	BC034716	NUB1	negative regulator of ubiquitin like proteins 1
A_23_P39237	1.51610867146747e-21	4.58610225878146e-24	11.9852809473284	44.0749088405717	1.62844523438889	NM_003407	ZFP36	ZFP36 ring finger protein
A_32_P2442	1.51697355919349e-21	4.63602484800454e-24	-11.9835832208421	44.0642476841869	-1.45953904375	NM_177538	CYP20A1	cytochrome P450 family 20 subfamily A member 1
A_24_P16702	1.55530261920113e-21	4.81246902101082e-24	-11.9777259038577	44.0274661890808	-1.77659623438889	NM_152793	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
A_32_P14201	1.55530261920113e-21	4.85016565067243e-24	-11.9765023633859	44.0197829669255	-1.37396690261111	NR_030737	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1
A_24_P898583	1.62768536496333e-21	5.22816579633963e-24	11.9647337091771	43.9458834758441	1.00471404838888	NM_003449	TRIM26	tripartite motif containing 26
A_32_P452655	1.74714743728713e-21	5.66636521900586e-24	11.9521114403634	43.8666274673492	1.80655479888889	NM_001040078	LGALS9C	galectin 9C
A_23_P41765	1.96982506253424e-21	6.44998383279058e-24	11.9317968870596	43.7390792437438	1.64666775905556	NM_002198	IRF1	interferon regulatory factor 1
A_24_P922120	2.04167451586781e-21	6.74891629032925e-24	11.9246912817897	43.694467971058	1.40365442773889			
A_24_P707530	2.06564306465031e-21	6.89256269428332e-24	11.9213879665349	43.673729132806	1.52672408666667			
A_23_P116557	2.10057740218173e-21	7.07670293725844e-24	11.9172526611231	43.6477672966415	2.02057274486111	NM_009587	LGALS9	galectin 9
A_32_P25823	2.10057740218173e-21	7.14014210365199e-24	-11.9158528502116	43.6389792518457	-1.06958103751667	BX648347	VPS41	VPS41, HOPS complex subunit
A_23_P131747	2.11008857896161e-21	7.2382743532534e-24	-11.9137118195894	43.6255379108397	-1.03813189685	NM_020738	KIDINS220	kinase D-interacting substrate 220kDa
A_24_P35905	2.14925010839582e-21	7.53659620267175e-24	11.9073768648929	43.5857679093966	3.36492784431667	NM_014080	DUOX2	dual oxidase 2
A_23_P55990	2.39495968550703e-21	8.58890335339471e-24	11.8868749343577	43.457066804343	1.1013797187	NM_003827	NAPA	NSF attachment protein alpha
A_24_P390495	2.52995354208652e-21	9.15191975807019e-24	11.8769147004282	43.3945454257059	1.91281350388889	NM_002996	CX3CL1	C-X3-C motif chemokine ligand 1
A_23_P75220	2.76674987000304e-21	1.01810735229475e-23	11.8601963278377	43.289608739784	2.51379885780556	NM_031212	SLC25A28	solute carrier family 25 member 28
A_32_P226605	3.07671764102347e-21	1.15135845861108e-23	11.8408987536718	43.1684930233125	2.56089940072222			
A_23_P397999	3.26937054895627e-21	1.23364778876636e-23	11.8300671038126	43.1005160435388	1.12240066919444	NM_003468	FZD5	frizzled class receptor 5
A_23_P153372	3.51000243793511e-21	1.3353924515174e-23	11.8176316908465	43.0224785458176	3.17580124182222	NM_032855	HSH2D	hematopoietic SH2 domain containing
A_24_P197964	3.85006789006436e-21	1.47677784163756e-23	11.8018391753767	42.9233806246842	1.94599086699444	NM_014788	TRIM14	tripartite motif containing 14
A_23_P142055	3.87152132718891e-21	1.49708000302936e-23	11.7996964322376	42.9099355242819	1.56537862298889	NM_001136482	C19orf38	chromosome 19 open reading frame 38
A_23_P259594	3.9886195729164e-21	1.55479915992937e-23	11.7937596038898	42.8726843791549	1.85320086276667	NM_016377	AKAP7	A-kinase anchoring protein 7
A_24_P930062	4.11366411258704e-21	1.61985181620914e-23	-11.7873269021123	42.8323230947346	-1.04761250999444	NM_016463	CXXC5	CXXC finger protein 5
A_24_P901986	4.11366411258704e-21	1.62919930863054e-23	11.7864238529112	42.8266571169434	1.28422907617222	BC029255		
A_24_P413479	4.75278047087587e-21	1.8971400513678e-23	11.7625263868338	42.6767274867798	2.27345579898333	NM_021258	IL22RA1	interleukin 22 receptor subunit alpha 1
A_23_P362659	4.88599249733829e-21	1.9655503544349e-23	11.756965939727	42.6418446531658	1.46759507355555	NM_002468	MYD88	myeloid differentiation primary response 88
A_24_P414169	5.10687110428934e-21	2.08625725718622e-23	-11.7476105537397	42.5831570429163	-1.09243738324445	NM_001178138	TFDP2	transcription factor Dp-2
A_24_P270728	5.68886477299632e-21	2.35949423023205e-23	11.7282897357141	42.4619643726895	2.65727674972222	NM_001042483	NUPR1	nuclear protein 1, transcriptional regulator
A_23_P126825	5.74209927411439e-21	2.39948015945155e-23	11.7256514996369	42.4454166524391	1.37059968751111	NM_003051	SLC16A1	solute carrier family 16 member 1
A_24_P674479	6.44810739484652e-21	2.80913215703609e-23	11.7009038599984	42.2902048534694	1.93133903249445	NM_001170781	FAM122C	family with sequence similarity 122C
A_23_P139786	6.44810739484652e-21	2.81515275915587e-23	11.7005676996512	42.2880966802651	7.57906792725	NM_003733	OASL	2'-5'-oligoadenylate synthetase like
A_23_P143016	6.98982981860586e-21	3.07345870964988e-23	11.6867831793086	42.2016529266513	1.42247532046667	NM_212481	ARID5A	AT-rich interaction domain 5A
A_23_P310	7.29277163125512e-21	3.27489043222234e-23	11.6768145773113	42.1391434499106	1.14876844547222	NM_023009	MARCKSL1	MARCKS like 1
A_32_P38125	7.29687333530652e-21	3.29948742825785e-23	11.6756395037456	42.1317752353567	2.96795834164444	BC068441	IL1RN	interleukin 1 receptor antagonist
A_24_P743802	7.54449083557013e-21	3.45850922390248e-23	11.6682474433049	42.0854250415755	1.64928162805555	NM_133374	ZNF618	zinc finger protein 618
A_32_P27532	7.84338937171958e-21	3.64444761401508e-23	11.6600231985103	42.0338592634747	1.11133164693889	AV698092		
A_23_P38505	8.76251439399579e-21	4.12617230640024e-23	11.6405245765628	41.9116138675027	1.266844883	NM_022059	CXCL16	C-X-C motif chemokine ligand 16
A_24_P200652	8.804662958863e-21	4.17347668864308e-23	11.638734060917	41.9003890841107	1.18001840492222	NM_030939	C6orf62	chromosome 6 open reading frame 62
A_23_P251574	8.97106430316727e-21	4.28032818281907e-23	-11.6347631418535	41.875495752737	-1.02673107581667	NM_017644	KLHL24	kelch like family member 24
A_23_P158880	9.35763019564279e-21	4.58149480997885e-23	11.6240821779849	41.8085408640283	2.32351871308333	NM_181900	STARD5	StAR related lipid transfer domain containing 5
A_24_P87931	9.56106834655366e-21	4.71091401988174e-23	11.6197061662204	41.7811106330617	1.80629279677778	NM_145343	APOL1	apolipoprotein L1
A_24_P382319	9.58285262723023e-21	4.75153138032746e-23	11.6183575175939	41.7726570307945	2.06520560905555	NM_001712	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
A_23_P16469	9.59029998767313e-21	4.79035357702176e-23	11.6170791969987	41.7646443266675	2.59707453425	NM_001005377	PLAUR	plasminogen activator, urokinase receptor
A_32_P9543	9.59029998767313e-21	4.8150381950771e-23	11.6162717637557	41.7595832487491	6.96321437693889	NM_145699	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
A_23_P256190	1.02985566823325e-20	5.20275106039814e-23	-11.604105207563	41.6833251848321	-1.09163692959445	NM_014826	CDC42BPA	CDC42 binding protein kinase alpha
A_23_P62607	1.05582955899169e-20	5.38512974415183e-23	11.5986921211741	41.6493987600724	2.63398087743333	NM_021258	IL22RA1	interleukin 22 receptor subunit alpha 1
A_23_P15113	1.05582955899169e-20	5.39982061541888e-23	11.5982640905223	41.6467161370436	1.03987938917222	NM_001006634	ARHGAP17	Rho GTPase activating protein 17
A_23_P339582	1.08338518788738e-20	5.57453319616483e-23	11.5932610409836	41.6153607782903	1.13296795883333	NM_144970	CXorf38	chromosome X open reading frame 38
A_24_P248251	1.18484553428887e-20	6.13354410116172e-23	-11.5782453094663	41.5212597329196	-1.00482267219445	NM_139048	HLTF	helicase like transcription factor
A_24_P865	1.29605180721423e-20	6.79005530957029e-23	-11.5622659647547	41.4211303979106	-1.0618464836	NM_206921	CEP85L	centrosomal protein 85 like
A_23_P123478	1.30213006406217e-20	6.86250602883046e-23	-11.5605980078735	41.4106793247363	-1.05008927111111	NM_002603	PDE7A	phosphodiesterase 7A
A_32_P171530	1.30751109686874e-20	6.9316395817409e-23	11.5590227390673	41.4008091265661	1.41903036354445	NR_103553	LIFR-AS1	LIFR antisense RNA 1
A_32_P228037	1.41377327292857e-20	7.53906600775828e-23	-11.5458207865128	41.3180936009451	-3.39425822444444	NM_016953	PDE11A	phosphodiesterase 11A
A_24_P107277	1.47123225515438e-20	7.89135085560086e-23	11.5386428232135	41.273124000137	1.05545636602778	NM_006442	DRAP1	DR1 associated protein 1
A_24_P401739	1.49648263497526e-20	8.07345544799076e-23	11.5350568932045	41.2506591748585	1.02720878352222	NM_001006634	ARHGAP17	Rho GTPase activating protein 17
A_24_P7950	1.50175687064346e-20	8.14874155648989e-23	-11.5335979389142	41.241519407896	-1.83130062651667	NM_006113	VAV3	vav guanine nucleotide exchange factor 3
A_23_P37727	1.72266807045974e-20	9.50859913529092e-23	11.5093373220564	41.0895503876829	1.766900495	NM_002996	CX3CL1	C-X3-C motif chemokine ligand 1
A_32_P175739	1.78523535992917e-20	9.95653995441634e-23	11.5021002709236	41.0442225507771	1.75968802088889	NM_000189	HK2	hexokinase 2
A_23_P255653	1.78523535992917e-20	9.9652954572402e-23	11.5019620781925	41.0433570315188	1.54333619043889	NM_003844	TNFRSF10A	TNF receptor superfamily member 10a
A_23_P94703	1.84737296100721e-20	1.04655977894391e-22	11.4942605338077	40.9951226487238	2.35231962438889	NM_014506	TOR1B	torsin family 1 member B
A_32_P101860	1.84737296100721e-20	1.04849807872053e-22	11.4939696071341	40.9933006438845	2.86634803414444			
A_23_P213699	1.87465857508259e-20	1.06983041519355e-22	11.4908027840941	40.9734678376585	1.97372945021667	NM_013982	NRG2	neuregulin 2
A_24_P12438	1.89299588878696e-20	1.08619840813547e-22	11.488415401254	40.9585167287034	2.25031210280555	NM_181782	NCOA7	nuclear receptor coactivator 7
A_23_P166109	1.96408219065476e-20	1.13370306649959e-22	-11.4816847626305	40.9163672009468	-1.24718752695	NM_198391	FLRT3	fibronectin leucine rich transmembrane protein 3
A_32_P226614	1.96408219065476e-20	1.13923749481332e-22	11.4809190160469	40.9115719734733	2.83063700501667			
A_23_P4821	1.99316864832506e-20	1.16232431233601e-22	11.4777642885942	40.8918168596488	1.37316352438889	NM_002229	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
A_23_P53646	2.51694648307768e-20	1.51486160611841e-22	-11.4361027590844	40.6309746459304	-1.07446076455556	NM_139207	NAP1L1	nucleosome assembly protein 1 like 1
A_23_P423427	2.57234144161768e-20	1.55622365570159e-22	-11.4318654279776	40.6044495564483	-1.39483800543333	NM_177454	FAM171B	family with sequence similarity 171 member B
A_32_P209960	2.59688771609519e-20	1.57917206049384e-22	11.4295627407285	40.590035438345	1.27747330648889	NM_000246	CIITA	class II major histocompatibility complex transactivator
A_23_P209394	2.60671237890171e-20	1.59327541168409e-22	11.4281641066737	40.5812805465109	1.89607263394444	NM_001127184	CFLAR	CASP8 and FADD like apoptosis regulator
A_24_P106502	2.6281164144824e-20	1.61455369586501e-22	11.4260771614525	40.5682172836808	1.77975454904444	NM_013397	PRICKLE4	prickle planar cell polarity protein 4
A_24_P23034	2.68931290493194e-20	1.6605356134859e-22	11.4216595970734	40.5405662009521	1.90433509655555	NM_021035	ZNFX1	zinc finger NFX1-type containing 1
A_23_P327519	2.75408073331504e-20	1.70911549546167e-22	11.417123238344	40.5121725692321	1.79575735932777	NM_139164	STARD4	StAR related lipid transfer domain containing 4
A_23_P353742	2.78601373521862e-20	1.7376204417118e-22	11.414521041221	40.4958855661252	1.04442801258333	NM_017749	AMBRA1	autophagy and beclin 1 regulator 1
A_23_P110712	2.8408586880895e-20	1.78954518662201e-22	11.4098885939723	40.4668921972855	1.23885739822222	NM_004417	DUSP1	dual specificity phosphatase 1
A_23_P3146	2.89861721463038e-20	1.83496833058898e-22	11.4059449683419	40.4422108615785	1.00316589435	NM_004863	SPTLC2	serine palmitoyltransferase long chain base subunit 2
A_23_P125082	2.91182553325097e-20	1.8524102933957e-22	11.4044565130343	40.4328955131416	1.06204339560555	NM_002199	IRF2	interferon regulatory factor 2
A_24_P348806	2.94423015615612e-20	1.88621191224243e-22	11.4016113951871	40.4150899454113	1.03329836202778	NM_175058	PLEKHA7	pleckstrin homology domain containing A7
A_23_P376096	2.94423015615612e-20	1.8913880692555e-22	11.4011802138206	40.4123915245266	1.41462000177222	NM_182919	TICAM1	toll like receptor adaptor molecule 1
A_24_P379750	3.14973572214118e-20	2.04305058223521e-22	11.389043501601	40.3364414581501	1.67346650191667	NM_002357	MXD1	MAX dimerization protein 1
A_24_P652537	3.23547370865652e-20	2.10875356319335e-22	11.3840626329333	40.3052740114964	4.27508232030556	NR_037969	SRD5A3-AS1	SRD5A3 antisense RNA 1
A_24_P163237	3.24092471779515e-20	2.12241304374273e-22	-11.3830466021784	40.2989164280193	-1.06949273469445	NM_020225	STOX2	storkhead box 2
A_23_P92140	3.31671720205545e-20	2.18239102389903e-22	11.3786612196337	40.271476508498	1.49870309226667	NM_002468	MYD88	myeloid differentiation primary response 88
A_23_P340333	3.38664291199726e-20	2.24952424690622e-22	11.3738932157583	40.2416436292811	1.34990392497222	NM_033397	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
A_24_P743806	3.82902644561858e-20	2.55531125257235e-22	11.3538332537673	40.1161439221163	1.54380374390556	NM_133374	ZNF618	zinc finger protein 618
A_23_P10591	3.85743506201303e-20	2.58629911851062e-22	11.3519359360337	40.1042749896819	1.21817727238889	NM_001004431	METRNL	meteorin like, glial cell differentiation regulator
A_23_P379649	3.85840383723674e-20	2.59898097372107e-22	-11.3511659929175	40.0994585601343	-1.88157432215	NM_001003940	BMF	Bcl2 modifying factor
A_32_P33765	4.02117187713435e-20	2.72115975095317e-22	11.3439347828273	40.0542248258272	1.41307297027222	BX109076		
A_24_P85775	4.11113332509652e-20	2.79485784411089e-22	11.3397281017956	40.027911886668	3.57416032075555	NM_001039477	THEMIS2	thymocyte selection associated family member 2
A_24_P145134	4.1827644139809e-20	2.85659839293298e-22	11.3362883686731	40.006396955609	1.53367045337222	NM_001168355	OSMR	oncostatin M receptor
A_23_P74778	4.2526186259833e-20	2.92249085618762e-22	11.332698276178	39.9839422479321	1.37124217671111	NM_024579	C1orf54	chromosome 1 open reading frame 54
A_23_P78802	4.2526186259833e-20	2.93082831678146e-22	11.3322497891213	39.9811371764042	1.43884570397222	NM_016457	PRKD2	protein kinase D2
A_24_P4373	4.2944898773629e-20	2.97307747146464e-22	11.3299965404869	39.9670443548445	1.65169112688889	NM_153045	TMEM268	transmembrane protein 268
A_23_P10798	4.32826326928274e-20	3.00995636963249e-22	11.3280556861136	39.9549056117932	1.86493097363333	NM_033133	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
A_24_P354724	5.26865287872132e-20	3.77254903588602e-22	11.2924970642003	39.7325476861661	4.061356525	NM_054114	TAGAP	T-cell activation RhoGTPase activating protein
A_32_P171793	5.26865287872132e-20	3.77893211746001e-22	11.2922308265	39.7308830988639	1.44558576077778			
A_24_P241815	5.31144054072023e-20	3.84063629562519e-22	11.2896800619293	39.7149352623338	1.37272247971667	NM_002229	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
A_32_P163894	5.64735435282296e-20	4.12099952774058e-22	11.2785831604685	39.6455598212786	1.83687309765555	NM_013982	NRG2	neuregulin 2
A_32_P30898	5.80209897215639e-20	4.27010745448251e-22	11.2729847672545	39.6105625859117	1.82810841206667			
A_23_P251364	6.17693104552068e-20	4.58449368146045e-22	-11.2617943413333	39.5406133810107	-1.07464708716667	NM_020225	STOX2	storkhead box 2
A_23_P121106	6.23706533451537e-20	4.65147112003044e-22	11.259509530346	39.5263323733758	3.99251946325	NM_003865	HESX1	HESX homeobox 1
A_23_P53126	6.23706533451537e-20	4.67840663643299e-22	11.2585999242531	39.5206470474977	2.03451221316667	NM_005574	LMO2	LIM domain only 2
A_23_P114879	6.23706533451537e-20	4.68747542837872e-22	-11.258294849599	39.5187402453651	-1.14340825298333	NM_015888	HOOK1	hook microtubule tethering protein 1
A_23_P163440	6.41295813683834e-20	4.85966516123028e-22	-11.2526115793526	39.4832192233861	-2.61089898668889	NM_032246	MEX3B	mex-3 RNA binding family member B
A_32_P116857	6.90190304927472e-20	5.25170531706437e-22	-11.240388186591	39.4068283010676	-3.42846245417222	NM_016953	PDE11A	phosphodiesterase 11A
A_24_P666340	6.95374411806529e-20	5.31283658878597e-22	11.2385647123107	39.395433144337	1.7686021193			
